NU_ANO,CO_CURSO,TP_SEXO
2021,150,F
2021,150,F
2021,150,F
2021,150,F
2021,150,F
2021,150,F
2021,150,F
2021,150,F
2021,150,F
2021,150,F
2021,150,F
2021,150,F
2021,150,F
2021,150,F
2021,150,F
2021,150,F
2021,150,F
